店铺名称,店铺id,,,,,
猫少神探,http://www.dianping.com/member/766510828,40,口味：4.0 环境：4.0 服务：4.0,,2018-09-24 16:20,「油淋鸡」味道很不错，点的人很多「家常豆腐」很细嫩「干炸响铃」好吃不油「莼菜鱼圆汤」不同于福建鱼圆，清淡[环境]有点拥挤，市井味足[服务]一般，太忙了。	
笑点低的人都可爱,http://www.dianping.com/member/1328288416,50,口味：5.0 环境：5.0 服务：5.0 人均：60元,喜欢的菜： 油淋鸡 蛋黄南瓜,2018-09-24 12:13,去的时候还不是饭点，但是顾客依然很多，必须要夸一下招牌油淋鸡，汤汁拌饭我都能吃两碗！蛋黄南瓜最后也光盘了，吃完简直快要扶墙出去了哈哈，值得一尝的杭帮菜	
崔强强11,http://www.dianping.com/member/33372353,40,口味：4.0 环境：3.0 服务：3.0 人均：70元,喜欢的菜： 家常豆腐,2018-09-24 10:05,周六中午10:30进店，里面还没准备好，等到10:50左右开始点菜，点了脆皮大肠，油淋鸡，家常豆腐，糖醋里脊没有➕5元换糖醋排骨。完全没有服务的一家店，不要有所期待，催菜也没有必要，不要说什么来的早怎么菜还比人家上的晚，这和点的菜有关系，等得最久就是脆皮大肠和油淋鸡，上了也是好几桌好几桌一起上的。家常豆腐，上的最早，惊艳到我，重口味，豆腐非常非常嫩，可以说入口即化了，配上虾干，茭白，里脊肉片，完美，下饭。糖醋排骨，15元，价格极便宜，量也很大，基本也就是糖醋里脊，排骨零星几块，酸味过重，吃了两三块吃不下去了，不推荐；脆皮大肠，我一个人吃了一整盘，因为老公非常讨厌大肠，肥瘦搭配，微微辣，蘸上甜口的汁，确实不错，就是吃一盘吃伤了；油淋鸡，类似于炸过的烤鸡再葱油，皮脆脆的部分真的很好吃，皮不脆的部分就很普通了。等11点多已经人满为患了，门口还有很多等位的人，要去还是趁早，整体还是挺不错的。	
带我吃呀,http://www.dianping.com/member/1332500809,40,口味：4.0 环境：5.0 服务：5.0 人均：0元,喜欢的菜： 油淋鸡,2018-09-24 09:55,卤大肠也太好吃了吧！！！某个北京人赞不绝口并央求能不能再去一次可惜行程已经排满了油淋鸡也很好吃两者的酱汁都非常棒不知道是怎么做出来的	
hjl117,http://www.dianping.com/member/17083513,40,口味：4.0 环境：4.0 服务：5.0,,2018-09-23 22:53,整体菜品稍微油一点，口味比传统的重一些，不过人超级多，排队等蛮久的。#臭豆腐#18米。臭豆腐还不错，炸的很到位，酥的，搭配剁椒酱，蛮好的。#风肉边笋#38米。会比较咸。#油淋鸡#42米。鸡肉很嫩，慢香的，很大份。#蒜泥苋菜#15米。稍微油了点，菜很新鲜。#大肠#49米。大肠处理的很干净，而且好像先油炸了再做的，味道很棒，必点菜啊。	
六兆吉,http://www.dianping.com/member/9382952,30,口味：3.0 环境：2.0 服务：3.0,,2018-09-23 20:32,大肠可以。东坡肉瘦肉部分不够烂，肉丝塞牙。醋鱼，鲈鱼养殖味，土腥味太重。菠菜还不错。人太多。一般，下次不会再来	
我是蜜蜜儿,http://www.dianping.com/member/790324483,40,口味：4.0 环境：3.0 服务：2.0 人均：70元,,2018-09-23 17:59,拔草拔草！我要拔草！终于来拔草啦！冒着大雨前来拔草，鞋袜全湿透～中午11点45分到店，排队的很多，商家也没有个秩序排队，门口在修路，环境差了点～图一:大肠，脆皮大肠，果然名不虚传！外皮稍焦脆，里面有嚼头，而且嚼起来也特别香，有专门配的酱料，蘸酱一起吃也不错！图二:油淋鸡，个人觉得规中规矩，没有传说中辣么神奇呢！没吃过可以尝尝～图三:家常豆腐，看点评上说很下饭，个人觉得很一般，可以看下图四，可能没刷锅，黑的一塌糊涂图四:百合炒西芹，还可以，吃着挺鲜的，吃了几口发现后面几乎每个西芹和百合上都黑乎乎的，详情看图六，感觉用的油差劲👎服务:服务员态度很一般！点菜的听说是老板娘，态度很差，和客人说话都是吼吼的那种有啥好牛逼的呢？你饭店做的好吃，我们就多来吃几次对吧？态度那么差也不可能为了吃听你吼？位置:距离河坊街不远，门口在修路……	
倦鸟余花,http://www.dianping.com/member/685585173,50,口味：4.0 环境：5.0 服务：5.0 人均：60元,,2018-09-23 15:56,冲着大肠去的结果那天卖完了心好痛附近停车太难停了老板娘很热情人均不贵考虑下次再去吃一下没吃到大肠不甘心啊~~	
C梦小姐,http://www.dianping.com/member/112489812,10,口味：3.0 环境：2.0 服务：1.0,,2018-09-23 13:15,刚刚中午吃过，还特地带的外地朋友来。结果，很失望。首先从老板到服务员态度都莫名其妙的傲慢和高冷，甚至我看到好几次服务员，对很多客人翻白眼，导致在场的很多人已经开始和服务员争吵。明明大家都很耐心的在等，但是上菜顺序完全乱来，早就来的人桌子上反而没菜。环境场地非常小，所以要排队。排队其实是因为厨房也小和慢，去的很早没要排队，但是上菜非常慢，非常慢。吃一边等好多次桌上什么菜都没了，很尴尬。一个小时6道菜才陆陆续续上完。最后，让我们来说说菜的味道。以上所有的问题，只要菜真的好吃，都可以忽略不计，但是最可怕的是，这家网红店，不知道为什么菜每道菜都非常咸，咸到我们吃一口都不能再吃第二口了，桌上的每一个人都说难以下咽，我实在不敢相信这样一家店到底是凭什么风这么大。整场吃下来，要环境没环境，要服务没服务，要口味没口味。吃的大家都很难受，出去了都没有吃饱，只是菜太难吃了实在吃不下，后面隔壁买了俩烧饼，出了门看到那么多人排队心里很不是滋味，希望这条点评对大家有用吧。	
莙莙不吃牛肉,http://www.dianping.com/member/21175825,40,口味：4.0 环境：4.0 服务：4.0 人均：0元,喜欢的菜： 油淋鸡,2018-09-23 08:31,[环境]门口最近在装修，路有些不好走，不建议开车，停车估计较难。入眼就是老底子的味道，酒楼感很足，里面很大，桌数很多的，去的时候较晚，已经不用等位了。「油淋鸡」爱吃鸡的小伙伴要去啊，推荐！鸡肉很嫩，外面那层皮超级好吃的，果然是镇店之宝呀。「农家花蛤」我们那天吃的花蛤可能泡的时间不够，还是有点沙沙的，酱汁调的是不错的，个头也不算小，就是…自己意会吧「家常豆腐」以为会是外脆里嫩的那种，不过这个不是，简易版的家常豆腐，味道可以的。两个人家常菜的弊端就是只能点3个菜，很多想尝试的都的吃，下次叫上三五小伙伴再去一次，量还是蛮足的，性价比好的	
狐小妖不乖,http://www.dianping.com/member/15177805,30,口味：3.0 环境：3.0 服务：1.0 人均：0元,,2018-09-22 23:08,三星吧，中午11点不到去那边只剩1，2桌空着啦……生意是真的好。喊服务员点菜也是等了半天，点完之后等上菜又是半天。吃到最后，菜都吃完了，点的发糕还没上，等了几分钟还是没，问了几个服务员，都是一副爱理不理的表情。那就退了吧！说说菜吧，大肠真的不错。炸臭豆腐很咸，炸的挺脆的，就是太咸。家常豆腐还行，瓦块鱼上的最慢，最后上来是酸菜鱼一样的…不想再等了也就算了。蛋黄南瓜还可以，蛋黄很足。嫩菱也不错，清口！就是菜的量不大，除了那盆鱼比较大，别的都分量比较小的。吃的时候外面很多人等位子，还有一大桌子拼位子的，一大桌可以拼4桌，这环境可想而知了……老板娘也很门市的态度，emmmm感觉真的服务不行，服务员就那么三个，里面还有五个包厢吧，预定的。写太多了……主要就是菜也不算价格便宜，味道也一般，除了脆皮大肠比较有特色之外。感觉以后不怎么会再想来的一家店，想想吃个饭你旁边还有人站你桌子旁边在等位，真的吃的很不爽。	
hm,http://www.dianping.com/member/39487010,40,口味：5.0 环境：3.0 服务：4.0 人均：60元,,2018-09-22 22:40,经济实惠的一家饭店！环境有点吵。晚上五点到的，号码牌是9号，六点钟终于吃上饭了，上菜很慢。哎呀年轻人觉得吃饭要排队等位很正常，但我这次是带我外婆来的，她老人家等这么久表示很生气哈哈哈。（我战战兢兢）「炸臭豆腐」酱料太咸了「杭式卷鸡」我妈很喜欢吃！份量很大！是素烧鹅里面卷了笋干。「油淋鸡」没其他人说的这么好吃，鸡肉太柴。「辣子鸡」一般，和川菜的辣子鸡不一样，这个很油。「酱爆茄子」很下饭！「卤大肠」不错的！我的最爱了！下次早点来，四点半来吧。	
依依碎,http://www.dianping.com/member/138718044,30,口味：3.0 环境：3.0 服务：3.0 人均：0元,,2018-09-22 22:28,来杭州吃的第一家餐厅。看到是大众点评上推荐的餐厅，既然对路线不熟，还是凭着地图导航坚强的找过去了！到的时间5点不到吧，被告知要拿号，拿了一个3号！本以为很快就可以开始吃，愣是从5点不到，等到了快6点才有桌子给我们！点菜还要我们自己手写后交给收银台！想吃的糖醋里脊（菜单价格10元）没有了，退而求其次的糖醋排骨（据说菜价也在十几元左右）也没有了！于是只有很慌张的点了一盘钱江肉丝，结果吃起来，味道有点小失望！唯一觉得还不错的，是榜单推荐菜—脆皮大肠。大肠炸的脆脆的，然后沾点甜面酱，中和炸过的油腻感！	
BLACKNANA,http://www.dianping.com/member/3458745,40,口味：4.0 环境：2.0 服务：2.0 人均：0元,,2018-09-22 19:47,空调坏了，我的及腰长发，吃到湿成拖把条哈哈哈老板态度也不大好……等空调修好再去吧。菜是小时候的味道，是不错。菱角炒芦笋轻轻的勾芡，让不能入味的菱角淡淡咸味清新很夏天；酱爆牛蛙，量有点小，无功无过；油淋鸡，还是可以的哦葱油很香，鸡还算嫩；木鱼花青椒，也是快速清炒，非常新鲜！	
Byecute,http://www.dianping.com/member/55714504,40,口味：5.0 环境：2.0 服务：2.0 人均：60元,喜欢的菜： 油淋鸡,2018-09-22 13:11,「卤大肠」外边脆脆的，吃第一口就会觉得惊艳，明明只是一盘没有其余配料的大肠，却这么好吃！而且很下饭，大肠处理的也干净，一点都没气味，女孩子吃也完全ok「油淋鸡」不愧为招牌菜，不同于海南鸡饭的那种嫩，外皮也是脆脆的「家常豆腐」这个比起来就逊色一些，无功无过吧[环境]很吵，乱哄哄的苍蝇馆子，老板娘凶凶的[服务]基本没服务	
sabrinatu,http://www.dianping.com/member/41934438,50,口味：5.0 环境：5.0 服务：5.0 人均：0元,,2018-09-22 09:20,实话说，真的比杭州酒家的好吃！点了几个菜，感觉真的很不错	
我的龙猫叫耨耨,http://www.dianping.com/member/31524365,30,口味：4.0 环境：2.0 服务：2.0 人均：0元,,2018-09-22 03:47,小姐妹请客老早订包厢了结果没订到九个人坐门口圆桌。平心而论招牌菜可以的，油淋鸡很香很嫩因为距离时间有一点了其他菜有点忘记掉了只记住了几个好吃的大肠也不错！醉虾中规中矩鲁儿不够多导致最上面的虾醉不进去碗应该配个盖子菜点的还是多的招牌的一个不拉下我们本来就过来喝酒的人多喉咙肯定响的这家店本来也是走接地气风格的大概是老板娘的女的走过来说你们给我声音小一点把我客人都赶走了我们就听了不舒服了隔壁袁胖你开在望江门这把儿的哪里家不是哇啦哇啦的要么老酒不要卖给我们钱又不差一分的也不及时给我们换包厢一共吃了1300不到呵呵人家生意好也无所谓	
记牢,http://www.dianping.com/member/7323906,50,口味：5.0 环境：3.0 服务：4.0 人均：0元,喜欢的菜： 卤鸭,2018-09-21 18:11,烟雾弥漫的感觉真的不太好，菜都不错，就是环境不咋滴	
陪吃货吃,http://www.dianping.com/member/7309152,10,口味：1.0 环境：1.0 服务：1.0 人均：0元,,2018-09-21 17:08,接受订位，电话说六点半，服务员说“六点半不定的，不定的，不定的。”追问最晚可以几点，服务员说“你定六点半，说明你不能更早到，不定了。”，继续追问你说最晚几点嘛，得到的答复是“不定了”（三个字无限循环）。不明白这是什么套路、什么服务、什么态度，没想到现如今杭州的餐饮服务业还有这种“能人”，真的让人刮目相看、虎躯一震，这一定是一家傲娇、色克、结棍、好吃又好玩商家，虽然不知道电话那边这位服务员（小哥儿）相貌如何，但我相信，你一定有很多不为人知的经历，你的阅历是我们未曾经历的，你走过的道路是丰田普拉多也无法穿越的，有机会希望能过去一睹真容，希望你们家生意兴隆，财源广进。	
